"H4"||"H"||4||137|||152|||15||0|0|0|0|1|3|90|95|100|78|82|85|65|77.5|85|45|57.5|70||45|||2|||3|||12|||18|||10|||40||||||||12|15|18||||0.5|0.75|1||||1.7|1.85|2|||||1.95|||0.07|0.74|1.41|0.02|0.03|0.04|||||20|||10.7|||24||0|1.5|2.9|15|22.5|30|0|7.5|15|0|1|8|".43"|".43"|15|25|35|0|0|0|0|0|0|0|0|0|9|13.5|18||||8|12|16|7.4|7.9|8.4||||||||||0|0|2.2|||||||||||||||||||||"22552930"|"66692882"
"H1"||"H"||1||0|||23|||23||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||15|||0|||2|||4|||5|||4|||64||||||||15|21|27||||1|2|3||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||29.6|||14.8|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|6|12|18||||2|8|16|5.1|6.2|7.3||||||||||0|5.1|10.2|||||||||||||||||||||"22552878"|"66692730"
"H2"||"H"||2||23|||86|||63||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||17|||0|||2|||4|||7|||4|||55||||||||25|28|34||||0.5|0.75|1||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.2|0.22|||||31.6|||17.8|||41||3|4.5|5.9|25|37.5|50|5|20|35|2|17|37|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|9|15.5|22||||2|7|16|4.5|5.5|6.5||||||||||2.7|7.1|11.5|||||||||||||||||||||"22552878"|"66692731"
"H3"||"H"||3||86|||114|||28||0|0|0|0|0|0|90|95|100|85|92.5|100|80|87.5|95|25|50|75||60|||3|||10|||23|||20|||4|||20||||||||10|20|30||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.12|0.14|0.16|||||22.2|||13.9|||36||0|1.5|2.9|10|35|60|0|15|30|0|4|24|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|6|13|20|5|12.5|20|1|5|12|4.5|5.3|6||||||||||0.5|5.9|11.9|||||||||||||||||||||"22552878"|"66692732"
"H4"||"H"||4||114|||147|||33||0|0|0|0|1|1|95|97.5|100|90|95|100|85|90|95|55|62.5|70||40|||1|||2|||11|||16|||10|||40||||||||15|20|25||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||1.41|2.82|4.23|0.04|0.08|0.12|||||27.9|||13.4|||36||0|1.5|2.9|20|30|40|5|15|25|0|6|15|".43"|".43"|0|13|25|0|0|0|0|0|0|0|0|0|7|12|17||||4|9|15|6.1|6.7|7.3||||||||||0|2.9|5.8|||||||||||||||||||||"22552878"|"66692733"
"H5"||"H"||5||147|||152|||5||0|1|1|0|2|3|90|95|100|85|91.5|98|75|82.5|90|45|57.5|70||45|||2|||3|||12|||18|||10|||40||||||||12|15|18||||0.5|0.75|1||||1.7|1.85|2|||||1.94|||0.07|0.74|1.41|0.02|0.03|0.04|||||21.4|||11.4|||26||0|1.5|2.9|15|22.5|30|0|7.5|15|0|1|8|".43"|".43"|15|28|40|0|0|0|0|0|0|0|0|0|5|9.5|14||||4|9|13|7.4|7.9|8.4||||||||||0|0|1.4|||||||||||||||||||||"22552878"|"66692734"
"H1"||"H"||1||0|||23|||23||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||17|||1|||2|||3|||6|||5|||67||||||||15|16|27||||2|3|4||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||28.6|||13.4|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|11|17.5|24||||4|13|22|5.1|6.5|7.8||||||||||0.3|6|12.1|||||||||||||||||||||"22552881"|"66692738"
"H2"||"H"||2||23|||94|||71||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|90|100||9|||1|||1|||2|||2|||3|||64||||||||25|27|35||||0.5|1.25|2||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.14|0.18|0.21|||||31.6|||17.9|||41||3|4.5|5.9|35|45|55|15|25|35|11|23|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|11|18|25||||4|11|22|5.1|6.2|7.3||||||||||0.7|5.9|11|||||||||||||||||||||"22552881"|"66692739"
"H3"||"H"||3||94|||124|||30||0|0|0|0|0|0|95|97.5|100|90|95|100|75|85|95|25|50|75||45|||1|||3|||15|||17|||9|||30||||||||18|25|35||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||4.23|9.17|14.11|0.12|0.16|0.19|||||30.2|||16.6|||36||3|4.5|5.9|10|35|60|0|15|30|0|4|24|".28"|".28"|0|10|20|0|0|0|0|0|0|0|0|0|8|15.5|23||||3|10|21|5.1|6.2|7.3||||||||||0.1|5.1|10|||||||||||||||||||||"22552881"|"66692740"
"H4"||"H"||4||124|||152|||28||0|0|0|0|0|0|90|95|100|85|92.5|100|55|77.5|100|0|37.5|75||48|||2|||4|||10|||17|||15|||40||||||||5|12|20||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.09|0.11|0.12|||||23.5|||8.4|||36||0|1.5|2.9|0|20|40|0|7.5|15|0|0|11|".43"|".43"|15|28|40|0|0|0|0|0|0|0|0|0|5|11|17||||2|9|15|5.6|7|8.4||||||||||0|1.8|7.3|||||||||||||||||||||"22552881"|"66692741"
"H1"||"H"||1||0|||23|||23||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||17|||1|||2|||5|||6|||3|||65||||||||15|18|27||||2|3|4||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.22|0.23|0.24|||||28.6|||13.4|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|13|19.5|26||||5|10|19|5.1|5.8|6.5||||||||||4.5|8.5|12.5|||||||||||||||||||||"22552882"|"66692742"
"H2"||"H"||2||23|||69|||46||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||6|||0|||1|||1|||2|||2|||58||||||||25|36|40||||0.5|1.25|2||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||34.7|||23.2|||41||3|4.5|5.9|35|50|65|15|27.5|40|10|25|46|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12|20|28|10|17|24|2|8|16|4.5|5.3|6||||||||||3.3|9.6|15.1|||||||||||||||||||||"22552882"|"66692743"
"H3"||"H"||3||69|||132|||63||0|0|0|0|1|1|95|97.5|100|90|95|100|85|90|95|55|67.5|80||34|||2|||4|||8|||13|||7|||42||||||||15|24|40||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||4.23|9.17|14.11|0.12|0.14|0.16|||||29.6|||15.8|||36||3|4.5|5.9|20|35|50|5|17.5|30|0|9|24|".32"|".32"|0|13|25|0|0|0|0|0|0|0|0|0|12|19|26||||6|15|23|5.6|6.7|7.8||||||||||0|4.3|9.1|||||||||||||||||||||"22552882"|"66692744"
"H4"||"H"||4||132|||152|||20||0|1|1|0|2|3|90|95|100|85|91.5|98|75|82.5|90|45|57.5|70||45|||3|||6|||10|||17|||9|||40||||||||12|15|18||||0.5|0.75|1||||1.7|1.85|2|||||1.94|||0.07|0.74|1.41|0.02|0.03|0.04|||||21.4|||11.4|||26||0|1.5|2.9|15|22.5|30|0|7.5|15|0|1|8|".43"|".43"|15|28|40|0|0|0|0|0|0|0|0|0|8|13|18||||7|12|16|7.4|7.9|8.4||||||||||0|0|2.2|||||||||||||||||||||"22552882"|"66692745"
"H1"||"H"||1||0|||25|||25||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||15|||7|||1|||2|||3|||2|||65||||||||18|20|27||||1|7|10||||1.2|1.4|1.6|||||1.46|||4.23|9.17|14.11|0.22|0.23|0.24|||||29.9|||15.2|||43||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|10|19|28||||9|17|25|7.4|7.9|8.4||||||||||0|2.6|10.5|||||||||||||||||||||"22552833"|"66692603"
"H2"||"H"||2||25|||69|||44||0|0|0|0|0|0|100|100|100|95|97.5|100|90|95|100|75|87.5|100||10|||1|||2|||3|||2|||2|||69||||||||15|21|27||||0.5|1.25|2||||1.4|1.5|1.6|||||1.57|||1.41|2.82|4.23|0.18|0.19|0.2|||||28.8|||14.1|||40||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|12|20|28||||7|15|25|6.1|6.7|7.3||||||||||0.9|8.2|15.4|||||||||||||||||||||"22552833"|"66692604"
"Oa3"||"O"||3||69|||137|||68||0|0|0|0|0|0|100|100|100|100|100|100||||||||||||||||||||||||||||||||||0|0|0||||55|65|75||||0.1|0.2|0.3||||||||1.41|21.88|42.34|0.35|0.4|0.45|||||50|||33|||68|||||0|0|0|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|0|0|0|0|150|175|200||||72|125|180|5.6|6.5|7.3||||||||||23.5|37.4|52.4|||||||||||||||||||||"22552833"|"66692605"
"Lco"||"L"||||137|||152|||15||0|0|0|0|0|0|100|100|100|100|100|100||||||||||||||||||||||||||||||||||0|0|0||||5|12.5|20||||0.5|0.85|1.2|||||0.97|||4.23|23.29|42.34||||||||||||||61||3|4.5|5.9|0|0|0|||||||||0|0|0|0|0|0|0|0|0|0|0|0|15|32.5|50||||5|21|45|5.1|6.2|7.3||||||||||4.2|21.4|38.7|||||||||||||||||||||"22552833"|"66692606"
